OrderLineID,OrderID,ProductID,Quantity,UnitPrice,DiscountRate,NetSalesAmount,TotalCost
LINE000785,ORD00392,PROD011,5,49.0,0.0,245.0,110.0
LINE000786,ORD00392,PROD009,5,119.0,0.0,595.0,325.0
LINE000787,ORD00392,PROD010,4,79.0,0.05,300.2,152.0
LINE000788,ORD00393,PROD009,2,119.0,0.0,238.0,130.0
LINE000789,ORD00393,PROD007,4,159.0,0.0,636.0,380.0
LINE000790,ORD00394,PROD012,2,329.0,0.1,592.2,420.0
LINE000791,ORD00395,PROD011,4,49.0,0.0,196.0,88.0
LINE000792,ORD00396,PROD012,2,329.0,0.05,625.1,420.0
LINE000793,ORD00396,PROD011,2,49.0,0.1,88.2,44.0
LINE000794,ORD00397,PROD005,1,599.0,0.0,599.0,380.0
LINE000795,ORD00397,PROD002,2,34.99,0.05,66.48,30.0
LINE000796,ORD00398,PROD007,3,159.0,0.1,429.3,285.0
LINE000797,ORD00398,PROD003,4,189.0,0.0,756.0,440.0
LINE000798,ORD00399,PROD002,1,34.99,0.2,27.99,15.0
LINE000799,ORD00399,PROD009,4,119.0,0.0,476.0,260.0
LINE000800,ORD00400,PROD001,5,1299.0,0.1,5845.5,4600.0
LINE000801,ORD00401,PROD010,1,79.0,0.1,71.1,38.0
LINE000802,ORD00401,PROD011,2,49.0,0.1,88.2,44.0
LINE000803,ORD00402,PROD004,2,249.0,0.05,473.1,280.0
LINE000804,ORD00402,PROD004,1,249.0,0.0,249.0,140.0
LINE000805,ORD00403,PROD002,2,34.99,0.0,69.98,30.0
LINE000806,ORD00404,PROD004,4,249.0,0.1,896.4,560.0
LINE000807,ORD00404,PROD009,2,119.0,0.1,214.2,130.0
LINE000808,ORD00405,PROD006,2,129.0,0.05,245.1,150.0
LINE000809,ORD00406,PROD002,4,34.99,0.1,125.96,60.0
LINE000810,ORD00407,PROD010,1,79.0,0.1,71.1,38.0
LINE000811,ORD00408,PROD012,3,329.0,0.15,838.95,630.0
LINE000812,ORD00409,PROD008,5,39.0,0.05,185.25,90.0
LINE000813,ORD00409,PROD012,5,329.0,0.1,1480.5,1050.0
LINE000814,ORD00409,PROD005,5,599.0,0.15,2545.75,1900.0
LINE000815,ORD00410,PROD002,2,34.99,0.0,69.98,30.0
LINE000816,ORD00410,PROD009,1,119.0,0.05,113.05,65.0
LINE000817,ORD00411,PROD001,4,1299.0,0.0,5196.0,3680.0
LINE000818,ORD00412,PROD006,3,129.0,0.1,348.3,225.0
LINE000819,ORD00412,PROD012,3,329.0,0.0,987.0,630.0
LINE000820,ORD00412,PROD003,5,189.0,0.0,945.0,550.0
LINE000821,ORD00413,PROD004,4,249.0,0.15,846.6,560.0
LINE000822,ORD00413,PROD001,1,1299.0,0.1,1169.1,920.0
LINE000823,ORD00414,PROD012,3,329.0,0.1,888.3,630.0
LINE000824,ORD00414,PROD006,1,129.0,0.05,122.55,75.0
LINE000825,ORD00415,PROD006,4,129.0,0.0,516.0,300.0
LINE000826,ORD00416,PROD007,2,159.0,0.0,318.0,190.0
LINE000827,ORD00416,PROD002,4,34.99,0.15,118.97,60.0
LINE000828,ORD00416,PROD012,1,329.0,0.0,329.0,210.0
LINE000829,ORD00417,PROD010,3,79.0,0.0,237.0,114.0
LINE000830,ORD00417,PROD010,2,79.0,0.0,158.0,76.0
LINE000831,ORD00418,PROD008,3,39.0,0.1,105.3,54.0
LINE000832,ORD00419,PROD012,2,329.0,0.1,592.2,420.0
LINE000833,ORD00419,PROD009,1,119.0,0.05,113.05,65.0
LINE000834,ORD00420,PROD010,3,79.0,0.05,225.15,114.0
LINE000835,ORD00421,PROD010,1,79.0,0.05,75.05,38.0
LINE000836,ORD00422,PROD003,3,189.0,0.0,567.0,330.0
LINE000837,ORD00422,PROD002,1,34.99,0.0,34.99,15.0
LINE000838,ORD00423,PROD007,5,159.0,0.1,715.5,475.0
LINE000839,ORD00423,PROD005,1,599.0,0.0,599.0,380.0
LINE000840,ORD00424,PROD007,4,159.0,0.1,572.4,380.0
LINE000841,ORD00425,PROD001,3,1299.0,0.05,3702.15,2760.0
LINE000842,ORD00426,PROD002,5,34.99,0.1,157.46,75.0
LINE000843,ORD00427,PROD005,1,599.0,0.0,599.0,380.0
LINE000844,ORD00427,PROD007,1,159.0,0.05,151.05,95.0
LINE000845,ORD00428,PROD010,4,79.0,0.0,316.0,152.0
LINE000846,ORD00428,PROD003,3,189.0,0.1,510.3,330.0
LINE000847,ORD00429,PROD009,1,119.0,0.1,107.1,65.0
LINE000848,ORD00430,PROD001,1,1299.0,0.2,1039.2,920.0
LINE000849,ORD00430,PROD001,4,1299.0,0.0,5196.0,3680.0
LINE000850,ORD00431,PROD010,5,79.0,0.0,395.0,190.0
LINE000851,ORD00431,PROD007,2,159.0,0.0,318.0,190.0
LINE000852,ORD00432,PROD012,5,329.0,0.1,1480.5,1050.0
LINE000853,ORD00433,PROD001,4,1299.0,0.05,4936.2,3680.0
LINE000854,ORD00433,PROD010,4,79.0,0.15,268.6,152.0
LINE000855,ORD00433,PROD001,5,1299.0,0.05,6170.25,4600.0
LINE000856,ORD00434,PROD004,3,249.0,0.15,634.95,420.0
LINE000857,ORD00434,PROD002,5,34.99,0.1,157.46,75.0
LINE000858,ORD00435,PROD006,2,129.0,0.15,219.3,150.0
LINE000859,ORD00435,PROD004,4,249.0,0.1,896.4,560.0
LINE000860,ORD00436,PROD003,4,189.0,0.0,756.0,440.0
LINE000861,ORD00436,PROD002,4,34.99,0.05,132.96,60.0
LINE000862,ORD00437,PROD010,3,79.0,0.0,237.0,114.0
LINE000863,ORD00437,PROD004,2,249.0,0.0,498.0,280.0
LINE000864,ORD00437,PROD008,2,39.0,0.0,78.0,36.0
LINE000865,ORD00438,PROD011,3,49.0,0.05,139.65,66.0
LINE000866,ORD00439,PROD001,3,1299.0,0.15,3312.45,2760.0
LINE000867,ORD00440,PROD003,1,189.0,0.0,189.0,110.0
LINE000868,ORD00440,PROD006,1,129.0,0.0,129.0,75.0
LINE000869,ORD00440,PROD004,5,249.0,0.15,1058.25,700.0
LINE000870,ORD00441,PROD007,3,159.0,0.0,477.0,285.0
LINE000871,ORD00441,PROD001,1,1299.0,0.2,1039.2,920.0
LINE000872,ORD00441,PROD001,4,1299.0,0.0,5196.0,3680.0
LINE000873,ORD00442,PROD007,3,159.0,0.0,477.0,285.0
LINE000874,ORD00442,PROD002,4,34.99,0.2,111.97,60.0
LINE000875,ORD00442,PROD004,4,249.0,0.0,996.0,560.0
LINE000876,ORD00443,PROD005,2,599.0,0.1,1078.2,760.0
LINE000877,ORD00443,PROD008,1,39.0,0.0,39.0,18.0
LINE000878,ORD00444,PROD006,3,129.0,0.1,348.3,225.0
LINE000879,ORD00444,PROD010,1,79.0,0.0,79.0,38.0
LINE000880,ORD00445,PROD012,3,329.0,0.2,789.6,630.0
LINE000881,ORD00445,PROD008,2,39.0,0.0,78.0,36.0
LINE000882,ORD00445,PROD002,2,34.99,0.0,69.98,30.0
LINE000883,ORD00446,PROD008,4,39.0,0.0,156.0,72.0
LINE000884,ORD00446,PROD006,5,129.0,0.0,645.0,375.0
LINE000885,ORD00447,PROD009,5,119.0,0.05,565.25,325.0
LINE000886,ORD00447,PROD002,5,34.99,0.05,166.2,75.0
LINE000887,ORD00448,PROD007,3,159.0,0.0,477.0,285.0
LINE000888,ORD00448,PROD002,5,34.99,0.05,166.2,75.0
LINE000889,ORD00448,PROD006,1,129.0,0.05,122.55,75.0
LINE000890,ORD00449,PROD001,3,1299.0,0.0,3897.0,2760.0
LINE000891,ORD00449,PROD001,5,1299.0,0.15,5520.75,4600.0
LINE000892,ORD00449,PROD006,2,129.0,0.05,245.1,150.0
LINE000893,ORD00450,PROD005,4,599.0,0.05,2276.2,1520.0
LINE000894,ORD00450,PROD008,2,39.0,0.0,78.0,36.0
LINE000895,ORD00450,PROD006,2,129.0,0.0,258.0,150.0
LINE000896,ORD00451,PROD004,3,249.0,0.0,747.0,420.0
LINE000897,ORD00452,PROD005,2,599.0,0.15,1018.3,760.0
LINE000898,ORD00453,PROD005,5,599.0,0.15,2545.75,1900.0
LINE000899,ORD00453,PROD002,3,34.99,0.15,89.22,45.0
LINE000900,ORD00454,PROD009,1,119.0,0.05,113.05,65.0
LINE000901,ORD00454,PROD004,4,249.0,0.0,996.0,560.0
LINE000902,ORD00454,PROD007,2,159.0,0.0,318.0,190.0
LINE000903,ORD00455,PROD007,4,159.0,0.0,636.0,380.0
LINE000904,ORD00456,PROD005,5,599.0,0.05,2845.25,1900.0
LINE000905,ORD00456,PROD001,1,1299.0,0.1,1169.1,920.0
LINE000906,ORD00457,PROD006,5,129.0,0.0,645.0,375.0
LINE000907,ORD00458,PROD010,5,79.0,0.05,375.25,190.0
LINE000908,ORD00458,PROD011,2,49.0,0.0,98.0,44.0
LINE000909,ORD00459,PROD004,1,249.0,0.1,224.1,140.0
LINE000910,ORD00459,PROD008,2,39.0,0.05,74.1,36.0
LINE000911,ORD00460,PROD011,2,49.0,0.0,98.0,44.0
LINE000912,ORD00461,PROD006,4,129.0,0.0,516.0,300.0
LINE000913,ORD00461,PROD011,5,49.0,0.15,208.25,110.0
LINE000914,ORD00461,PROD006,3,129.0,0.0,387.0,225.0
LINE000915,ORD00462,PROD009,2,119.0,0.15,202.3,130.0
LINE000916,ORD00462,PROD004,5,249.0,0.1,1120.5,700.0
LINE000917,ORD00463,PROD008,2,39.0,0.1,70.2,36.0
LINE000918,ORD00463,PROD005,5,599.0,0.0,2995.0,1900.0
LINE000919,ORD00463,PROD011,2,49.0,0.05,93.1,44.0
LINE000920,ORD00464,PROD007,1,159.0,0.1,143.1,95.0
LINE000921,ORD00465,PROD011,5,49.0,0.15,208.25,110.0
LINE000922,ORD00465,PROD011,3,49.0,0.0,147.0,66.0
LINE000923,ORD00466,PROD001,2,1299.0,0.15,2208.3,1840.0
LINE000924,ORD00466,PROD010,5,79.0,0.0,395.0,190.0
LINE000925,ORD00466,PROD011,5,49.0,0.0,245.0,110.0
LINE000926,ORD00467,PROD009,5,119.0,0.1,535.5,325.0
LINE000927,ORD00468,PROD012,1,329.0,0.0,329.0,210.0
LINE000928,ORD00468,PROD003,4,189.0,0.0,756.0,440.0
LINE000929,ORD00469,PROD009,4,119.0,0.05,452.2,260.0
LINE000930,ORD00469,PROD005,2,599.0,0.0,1198.0,760.0
LINE000931,ORD00470,PROD012,5,329.0,0.2,1316.0,1050.0
LINE000932,ORD00470,PROD001,1,1299.0,0.0,1299.0,920.0
LINE000933,ORD00471,PROD009,1,119.0,0.1,107.1,65.0
LINE000934,ORD00471,PROD005,1,599.0,0.0,599.0,380.0
LINE000935,ORD00472,PROD008,4,39.0,0.1,140.4,72.0
LINE000936,ORD00472,PROD002,3,34.99,0.0,104.97,45.0
LINE000937,ORD00473,PROD012,1,329.0,0.05,312.55,210.0
LINE000938,ORD00473,PROD009,2,119.0,0.1,214.2,130.0
LINE000939,ORD00473,PROD012,5,329.0,0.1,1480.5,1050.0
LINE000940,ORD00474,PROD003,3,189.0,0.1,510.3,330.0
LINE000941,ORD00474,PROD012,3,329.0,0.2,789.6,630.0
LINE000942,ORD00474,PROD003,4,189.0,0.1,680.4,440.0
LINE000943,ORD00475,PROD005,3,599.0,0.05,1707.15,1140.0
LINE000944,ORD00476,PROD011,5,49.0,0.1,220.5,110.0
LINE000945,ORD00476,PROD012,4,329.0,0.0,1316.0,840.0
LINE000946,ORD00476,PROD006,1,129.0,0.1,116.1,75.0
LINE000947,ORD00477,PROD006,4,129.0,0.1,464.4,300.0
LINE000948,ORD00478,PROD009,4,119.0,0.1,428.4,260.0
LINE000949,ORD00478,PROD001,5,1299.0,0.05,6170.25,4600.0
LINE000950,ORD00479,PROD007,2,159.0,0.1,286.2,190.0
LINE000951,ORD00480,PROD003,1,189.0,0.0,189.0,110.0
LINE000952,ORD00480,PROD011,1,49.0,0.2,39.2,22.0
LINE000953,ORD00481,PROD001,1,1299.0,0.15,1104.15,920.0
LINE000954,ORD00481,PROD007,2,159.0,0.2,254.4,190.0
LINE000955,ORD00481,PROD002,1,34.99,0.0,34.99,15.0
LINE000956,ORD00482,PROD012,2,329.0,0.0,658.0,420.0
LINE000957,ORD00482,PROD002,4,34.99,0.15,118.97,60.0
LINE000958,ORD00483,PROD007,3,159.0,0.1,429.3,285.0
LINE000959,ORD00483,PROD007,5,159.0,0.2,636.0,475.0
LINE000960,ORD00483,PROD003,2,189.0,0.05,359.1,220.0
LINE000961,ORD00484,PROD009,3,119.0,0.0,357.0,195.0
LINE000962,ORD00484,PROD008,4,39.0,0.1,140.4,72.0
LINE000963,ORD00485,PROD007,4,159.0,0.0,636.0,380.0
LINE000964,ORD00485,PROD008,4,39.0,0.15,132.6,72.0
LINE000965,ORD00485,PROD006,1,129.0,0.15,109.65,75.0
LINE000966,ORD00486,PROD006,5,129.0,0.05,612.75,375.0
LINE000967,ORD00486,PROD002,2,34.99,0.0,69.98,30.0
LINE000968,ORD00487,PROD005,3,599.0,0.0,1797.0,1140.0
LINE000969,ORD00487,PROD005,3,599.0,0.0,1797.0,1140.0
LINE000970,ORD00487,PROD009,5,119.0,0.0,595.0,325.0
LINE000971,ORD00488,PROD001,3,1299.0,0.1,3507.3,2760.0
LINE000972,ORD00488,PROD009,4,119.0,0.15,404.6,260.0
LINE000973,ORD00489,PROD001,1,1299.0,0.2,1039.2,920.0
LINE000974,ORD00489,PROD007,3,159.0,0.0,477.0,285.0
LINE000975,ORD00489,PROD012,3,329.0,0.15,838.95,630.0
LINE000976,ORD00490,PROD004,3,249.0,0.0,747.0,420.0
LINE000977,ORD00490,PROD012,1,329.0,0.05,312.55,210.0
LINE000978,ORD00491,PROD006,5,129.0,0.05,612.75,375.0
LINE000979,ORD00491,PROD008,1,39.0,0.0,39.0,18.0
LINE000980,ORD00491,PROD003,4,189.0,0.0,756.0,440.0
LINE000981,ORD00492,PROD010,1,79.0,0.0,79.0,38.0
LINE000982,ORD00492,PROD009,2,119.0,0.15,202.3,130.0
LINE000983,ORD00493,PROD009,1,119.0,0.0,119.0,65.0
LINE000984,ORD00493,PROD006,2,129.0,0.1,232.2,150.0
LINE000985,ORD00494,PROD011,5,49.0,0.15,208.25,110.0
LINE000986,ORD00495,PROD001,2,1299.0,0.05,2468.1,1840.0
LINE000987,ORD00495,PROD007,1,159.0,0.1,143.1,95.0
LINE000988,ORD00495,PROD011,5,49.0,0.0,245.0,110.0
LINE000989,ORD00496,PROD002,1,34.99,0.0,34.99,15.0
LINE000990,ORD00497,PROD011,1,49.0,0.0,49.0,22.0
LINE000991,ORD00498,PROD006,3,129.0,0.0,387.0,225.0
LINE000992,ORD00499,PROD012,2,329.0,0.0,658.0,420.0
LINE000993,ORD00499,PROD004,4,249.0,0.0,996.0,560.0
LINE000994,ORD00499,PROD007,4,159.0,0.1,572.4,380.0
LINE000995,ORD00500,PROD010,1,79.0,0.0,79.0,38.0
LINE000996,ORD00500,PROD004,1,249.0,0.05,236.55,140.0
